Name	Start	End
polyA	27	39
polyA	27	39
polyA	27	39
polyA	27	39
polyA	27	39
polyA	27	39
polyA	27	39
polyA	27	39
polyA	27	40
polyA	27	40
polyA	27	40
polyA	27	40
polyA	27	40
polyA	27	40
polyA	27	40
polyA	27	40
polyA	27	40
polyA	27	41
polyA	27	41
polyA	27	41
polyA	27	41
polyA	27	41
polyA	27	41
polyA	27	41
polyA	27	41
polyA	27	41
polyA	27	41
polyA	27	42
polyA	27	42
polyA	27	42
polyA	27	42
polyA	27	42
polyA	27	42
polyA	27	42
polyA	27	42
polyA	27	42
polyA	27	42
polyA	27	42
polyA	27	43
polyA	27	43
polyA	27	43
polyA	27	43
polyA	27	43
polyA	27	43
polyA	27	43
polyA	27	43
polyA	27	43
polyA	27	43
polyA	27	43
polyA	27	43
polyA	27	44
polyA	27	44
polyA	27	44
polyA	27	44
polyA	27	44
polyA	27	44
polyA	27	44
polyA	27	44
polyA	27	44
polyA	27	44
polyA	27	44
polyA	27	44
polyA	27	44
polyA	27	45
polyA	27	45
polyA	27	45
polyA	27	45
polyA	27	45
polyA	27	45
polyA	27	45
polyA	27	45
polyA	27	45
polyA	27	45
polyA	27	45
polyA	27	45
polyA	27	45
polyA	27	46
polyA	27	46
polyA	27	46
polyA	27	46
polyA	27	46
polyA	27	46
polyA	27	46
polyA	27	46
polyA	27	46
polyA	27	46
polyA	27	46
polyA	27	46
polyA	27	46
polyA	27	46
polyA	27	47
polyA	27	47
polyA	27	47
polyA	27	47
polyA	27	47
polyA	27	47
polyA	27	47
polyA	27	47
polyA	27	47
polyA	27	47
polyA	27	47
polyA	27	47
polyA	27	47
polyA	27	47
polyA	27	47
polyA	27	48
polyA	27	48
polyA	27	48
polyA	27	48
polyA	27	48
polyA	27	48
polyA	27	48
polyA	27	48
polyA	27	48
polyA	27	48
polyA	27	48
polyA	27	48
polyA	27	48
polyA	27	48
polyA	27	48
polyA	27	48
polyA	27	49
polyA	27	49
polyA	27	49
polyA	27	49
polyA	27	49
polyA	27	49
polyA	27	49
polyA	27	49
polyA	27	49
polyA	27	49
polyA	27	49
polyA	27	49
polyA	27	49
polyA	27	49
polyA	27	49
polyA	27	49
polyA	27	49
polyA	27	50
polyA	27	50
polyA	27	50
polyA	27	50
polyA	27	50
polyA	27	50
polyA	27	50
polyA	27	50
polyA	27	50
polyA	27	50
polyA	27	50
polyA	27	50
polyA	27	50
polyA	27	50
polyA	27	50
polyA	27	50
polyA	27	51
polyA	27	51
polyA	27	51
polyA	27	51
polyA	27	51
polyA	27	51
polyA	27	51
polyA	27	51
polyA	27	51
polyA	27	51
polyA	27	51
polyA	27	51
polyA	27	51
polyA	27	51
polyA	27	51
polyA	27	51
polyA	27	52
polyA	27	52
polyA	27	52
polyA	27	52
polyA	27	52
polyA	27	52
polyA	27	52
polyA	27	52
polyA	27	52
polyA	27	52
polyA	27	52
polyA	27	52
polyA	27	52
polyA	27	52
polyA	27	52
polyA	27	53
polyA	27	53
polyA	27	53
polyA	27	53
polyA	27	53
polyA	27	53
polyA	27	53
polyA	27	53
polyA	27	53
polyA	27	53
polyA	27	53
polyA	27	53
polyA	27	53
polyA	27	53
polyA	27	53
polyA	27	54
polyA	27	54
polyA	27	54
polyA	27	54
polyA	27	54
polyA	27	54
polyA	27	54
polyA	27	54
polyA	27	54
polyA	27	54
polyA	27	54
polyA	27	54
polyA	27	54
polyA	27	54
polyA	27	54
polyA	27	55
polyA	27	55
polyA	27	55
polyA	27	55
polyA	27	55
polyA	27	55
polyA	27	55
polyA	27	55
polyA	27	55
polyA	27	55
polyA	27	55
polyA	27	55
polyA	27	55
polyA	27	55
polyA	27	56
polyA	27	56
polyA	27	56
polyA	27	56
polyA	27	56
polyA	27	56
polyA	27	56
polyA	27	56
polyA	27	56
polyA	27	56
polyA	27	56
polyA	27	56
polyA	27	56
polyA	27	56
polyA	28	38
polyA	28	38
polyA	28	38
polyA	28	38
polyA	28	38
polyA	28	38
polyA	28	38
polyA	28	39
polyA	28	39
polyA	28	39
polyA	28	39
polyA	28	39
polyA	28	39
polyA	28	39
polyA	28	39
polyA	28	40
polyA	28	40
polyA	28	40
polyA	28	40
polyA	28	40
polyA	28	40
polyA	28	40
polyA	28	40
polyA	28	40
polyA	28	41
polyA	28	41
polyA	28	41
polyA	28	41
polyA	28	41
polyA	28	41
polyA	28	41
polyA	28	41
polyA	28	41
polyA	28	41
polyA	28	42
polyA	28	42
polyA	28	42
polyA	28	42
polyA	28	42
polyA	28	42
polyA	28	42
polyA	28	42
polyA	28	42
polyA	28	42
polyA	28	42
polyA	28	43
polyA	28	43
polyA	28	43
polyA	28	43
polyA	28	43
polyA	28	43
polyA	28	43
polyA	28	43
polyA	28	43
polyA	28	43
polyA	28	43
polyA	28	43
polyA	28	44
polyA	28	44
polyA	28	44
polyA	28	44
polyA	28	44
polyA	28	44
polyA	28	44
polyA	28	44
polyA	28	44
polyA	28	44
polyA	28	44
polyA	28	44
polyA	28	44
polyA	28	45
polyA	28	45
polyA	28	45
polyA	28	45
polyA	28	45
polyA	28	45
polyA	28	45
polyA	28	45
polyA	28	45
polyA	28	45
polyA	28	45
polyA	28	45
polyA	28	45
polyA	28	45
polyA	28	46
polyA	28	46
polyA	28	46
polyA	28	46
polyA	28	46
polyA	28	46
polyA	28	46
polyA	28	46
polyA	28	46
polyA	28	46
polyA	28	46
polyA	28	46
polyA	28	46
polyA	28	46
polyA	28	46
polyA	28	47
polyA	28	47
polyA	28	47
polyA	28	47
polyA	28	47
polyA	28	47
polyA	28	47
polyA	28	47
polyA	28	47
polyA	28	47
polyA	28	47
polyA	28	47
polyA	28	47
polyA	28	47
polyA	28	47
polyA	28	47
polyA	28	48
polyA	28	48
